Код сети;Адрес;Продажи
00045677724490000;г Санкт-Петербург, пр-кт Стачек, 105, к 1;331
00045677724490000;г Санкт-Петербург, пр-кт Стачек, 18, литера д;9092
00045677728029110;г Санкт-Петербург, пр-кт Стачек, 99, литер а;7216
00045675036045205;г Санкт-Петербург, пр-кт Суворовский, 2Б, литера а;2882
00045677734443270;г Санкт-Петербург, пр-кт Суворовский, 35, литера а;8215
00045677743931676;г Санкт-Петербург, пр-кт Суворовский, 44, литера а;124
00045677838471956;г Санкт-Петербург, пр-кт Тихорецкий, 26;9355
00045677825706086;г Санкт-Петербург, пр-кт Товарищеский, 20, к 27;4729
00045672310031475;г Санкт-Петербург, пр-кт Тореза, 7Н;774
00045672310031475;г Санкт-Петербург, пр-кт Тореза, 82, литера а;1770
00045677743931676;г Санкт-Петербург, пр-кт Тореза, 82, литера а;173
00045677743931676;г Санкт-Петербург, пр-кт Ударников, 20, литера д;8673
00045677743931676;г Санкт-Петербург, пр-кт Ударников, 38, к 1 литера а;6372
00045677825706086;г Санкт-Петербург, пр-кт Удельный, 17;1345
00045677838471956;г Санкт-Петербург, пр-кт Чкаловский, 15, литера а;7530
00045677814148471;г Санкт-Петербург, пр-кт Чкаловский, 50, литера а;136
00045677825439514;г Санкт-Петербург, пр-кт Шафировский, 10, к 4 литера а;5648
00045677728029110;г Санкт-Петербург, пр-кт Шлиссельбургский, 17, к 1 литера а;6910
00045677743931676;г Санкт-Петербург, пр-кт Энгельса, 109, к 2 литера а;881
00045672310031475;г Санкт-Петербург, пр-кт Энгельса, 124, к 1 литера а;3857
00045671840026895;г Санкт-Петербург, пр-кт Энгельса, 126, к 1;2675
00045672310031475;г Санкт-Петербург, пр-кт Энгельса, 139/21;7281
00045677729705354;г Санкт-Петербург, пр-кт Энгельса, 145, к 2 литера а;9442
00045677709359770;г Санкт-Петербург, пр-кт Энгельса, 173Д;9359
00045677724490000;г Санкт-Петербург, пр-кт Энгельса, 58, литера а;303
00045677804663353;г Санкт-Петербург, пр-кт Энгельса, 8, литера б;1304
00045677814148471;г Санкт-Петербург, пр-кт Энергетиков, 16;699
00045677724490000;г Санкт-Петербург, пр-кт Энергетиков, 42;221
00045675036045205;г Санкт-Петербург, пр-кт Энергетиков, 70, литера в;2955
00045675047085094;г Санкт-Петербург, пр-кт Энергетиков, 8, к 1 литер а;6968
00045675047085094;г Санкт-Петербург, пр-кт Энтузиастов, 33, к 1 литер а;1598
00045677825706086;г Санкт-Петербург, пр-кт Юнтоловский, 51, к 1 стр 1;9296
00045677729705354;г Санкт-Петербург, пр-кт Юрия Гагарина, 21;3839
00045672310031475;г Санкт-Петербург, проезд 2-й Предпортовый, 6, стр 1;6345
00045677743931676;г Санкт-Петербург, проезд Дизельный, 11, к 1 стр 1;3336
00045677734443270;г Санкт-Петербург, проезд Полтавский, 2, литера а;4593
00045677811657720;г Санкт-Петербург, ст Пискаревка, 16А;8229
00045672310031475;г Санкт-Петербург, тер Горелово, б-р Дружбы, 12, литера а;1502
00045671840026895;г Санкт-Петербург, тер Горелово, пер Лесной, 13/8, литера а;2796
00045677825706086;г Санкт-Петербург, тер Горелово, проезд 1-й, 2, к 13-24;5281
00045677825706086;г Санкт-Петербург, тер Горелово, проезд 1-й, 4;8882
00045677743931676;г Санкт-Петербург, тер Горелово, ш Аннинское, 26А, литера а;1953
00045672310031475;г Санкт-Петербург, тер Горелово, ш Красносельское, 2, к 3 стр 1;5572
00045675047085094;г Санкт-Петербург, тер Горелово, ш Красносельское, 40;1802
00045675047085094;г Санкт-Петербург, тер Горелово, ш Красносельское, 40, литера а;2538
00045675036045205;г Санкт-Петербург, тер Горелово, ш Красносельское, 46, к 4 литера а;340
00045677724490000;г Санкт-Петербург, тер Детскосельский (п Шушары), ш Колпинское, 6, литера а;6768
00045677728029110;г Санкт-Петербург, тер Михайловка (п Парголово), пер 1-й, 30, к 32-37;2185
00045677814148471;г Санкт-Петербург, тер Михайловка (п Парголово), пер 1-й, 945, к 947-950;9300
00045677825706086;г Санкт-Петербург, тер Пулковское (п Шушары), 8, стр 2;5778
00045672310031475;г Санкт-Петербург, тер Сергиево, пр-кт Ленина, 1, литера а;901
00045677825706086;г Санкт-Петербург, тер Сергиево, пр-кт Ленина, 39, стр 1;9312
00045677728029110;г Санкт-Петербург, тер Славянка (п Шушары), ул Полоцкая, 10, литера а;143
00045672310031475;г Санкт-Петербург, тер Славянка (п Шушары), ул Ростовская, 24, к 1 стр 1;5480
00045677724490000;г Санкт-Петербург, тер Торики, ул Политрука Пасечника, 11, к 1;8915
00045675257056036;г Санкт-Петербург, тер Усть-Славянка, пр-кт Советский, 43, к 1 стр 1;1448
00045677825439514;г Санкт-Петербург, тер Усть-Славянка, пр-кт Советский, 59, литера а;1980
00045677804663353;г Санкт-Петербург, тер Усть-Славянка, ул Заводская, 15, стр 1;2219
00045672310031475;г Санкт-Петербург, тер. СНТ N1 Дачное Октябрьского ПРЭО, 87;4613
00045677826087713;г Санкт-Петербург, тер. СНТ Л.З.Р.Т.О., 12;6233
00045672310031475;г Санкт-Петербург, тер. СНТ Пенсионеров Ленинского района, ул Малая Садовая, 60;3607
